,CustomerName,CustomerID.1,Region,SignupDate,TransactionID,TransactionDate,ProductID,ProductName,Category,Price,TotalValue
742,Belinda Garner,C0084,Asia,2024-09-17,T00122,2024-09-12 13:59:35,P035,ActiveWear T-Shirt,Clothing,30.59,61.18
329,Belinda Garner,C0084,Asia,2024-09-17,T00697,2024-10-16 06:10:29,P013,BookWorld Smartwatch,Electronics,114.2,342.6
934,Belinda Garner,C0084,Asia,2024-09-17,T00611,2024-12-16 14:32:21,P008,BookWorld Bluetooth Speaker,Electronics,146.85,293.7
443,Richard Brown,C0085,South America,2024-09-22,T00054,2024-02-05 07:45:31,P021,SoundWave Rug,Home Decor,335.84,1007.52
348,Richard Brown,C0085,South America,2024-09-22,T00328,2024-09-04 11:39:30,P050,ActiveWear Smartwatch,Electronics,437.65,1312.95
361,Richard Brown,C0085,South America,2024-09-22,T00303,2024-10-11 20:08:31,P030,ActiveWear Cookbook,Books,277.86,277.86
95,Stephanie Peterson,C0086,Europe,2022-09-18,T00009,2024-04-06 03:41:22,P095,BookWorld Cookware Set,Home Decor,227.26,909.04
148,Stephanie Peterson,C0086,Europe,2022-09-18,T00873,2024-08-02 11:13:00,P054,SoundWave Cookbook,Books,57.3,229.2
61,Stephanie Peterson,C0086,Europe,2022-09-18,T00875,2024-09-26 23:20:59,P087,TechPro Running Shoes,Clothing,290.17,580.34
451,Stephanie Peterson,C0086,Europe,2022-09-18,T00807,2024-10-23 17:24:22,P021,SoundWave Rug,Home Decor,335.84,335.84
161,Stephanie Peterson,C0086,Europe,2022-09-18,T00292,2024-12-26 02:30:22,P010,ComfortLiving Smartwatch,Electronics,350.13,700.26
38,Travis Campbell,C0087,South America,2024-04-11,T00105,2024-02-12 08:14:34,P049,TechPro Textbook,Books,147.95,443.85
367,Travis Campbell,C0087,South America,2024-04-11,T00938,2024-02-21 18:51:05,P030,ActiveWear Cookbook,Books,277.86,833.58
3,Travis Campbell,C0087,South America,2024-04-11,T00272,2024-03-26 22:55:37,P067,ComfortLiving Bluetooth Speaker,Electronics,300.68,601.36
779,Travis Campbell,C0087,South America,2024-04-11,T00554,2024-04-13 20:04:25,P029,TechPro Headphones,Electronics,433.64,1734.56
24,Travis Campbell,C0087,South America,2024-04-11,T00017,2024-05-09 03:52:43,P057,ActiveWear Smartphone,Electronics,239.7,958.8
466,Travis Campbell,C0087,South America,2024-04-11,T00295,2024-07-22 09:54:09,P059,SoundWave Jeans,Clothing,303.2,909.6
111,Travis Campbell,C0087,South America,2024-04-11,T00640,2024-09-13 23:20:18,P062,HomeSense Novel,Books,374.16,1122.48
691,Carlos Murray,C0088,Asia,2023-05-14,T00872,2024-06-02 13:27:11,P055,BookWorld Biography,Books,128.53,128.53
14,Carlos Murray,C0088,Asia,2023-05-14,T00063,2024-06-19 07:16:55,P034,HomeSense T-Shirt,Clothing,217.05,434.1
158,Carlos Murray,C0088,Asia,2023-05-14,T00068,2024-09-22 23:11:50,P010,ComfortLiving Smartwatch,Electronics,350.13,1050.39
743,Carlos Murray,C0088,Asia,2023-05-14,T00246,2024-12-05 01:12:30,P035,ActiveWear T-Shirt,Clothing,30.59,91.77
417,Carlos Murray,C0088,Asia,2023-05-14,T00555,2024-12-15 04:43:29,P039,TechPro Smartwatch,Electronics,430.59,430.59
925,Paul Carter,C0089,Europe,2024-04-02,T00908,2024-02-12 15:27:25,P079,ActiveWear Rug,Home Decor,417.37,1669.48
502,Paul Carter,C0089,Europe,2024-04-02,T00839,2024-12-03 21:30:15,P074,SoundWave Desk Lamp,Home Decor,295.58,886.74
608,Charles Hamilton,C0090,Asia,2023-10-17,T00760,2024-01-03 18:25:39,P063,TechPro Novel,Books,33.59,33.59
203,Charles Hamilton,C0090,Asia,2023-10-17,T00052,2024-02-25 18:56:28,P085,BookWorld Biography,Books,416.35,1249.05
992,Charles Hamilton,C0090,Asia,2023-10-17,T00920,2024-04-26 11:22:42,P077,ActiveWear Smartwatch,Electronics,265.51,265.51
223,Charles Hamilton,C0090,Asia,2023-10-17,T00834,2024-05-16 01:56:32,P061,HomeSense Desk Lamp,Home Decor,156.96,470.88
921,Charles Hamilton,C0090,Asia,2023-10-17,T00745,2024-06-22 14:35:43,P079,ActiveWear Rug,Home Decor,417.37,834.74
153,Charles Hamilton,C0090,Asia,2023-10-17,T00098,2024-08-28 02:11:58,P070,HomeSense T-Shirt,Clothing,48.69,146.07
488,Charles Hamilton,C0090,Asia,2023-10-17,T00695,2024-09-11 19:59:24,P042,ActiveWear Headphones,Electronics,379.44,1138.32
332,Lisa Kirk,C0091,South America,2023-03-16,T00919,2024-03-10 12:56:52,P013,BookWorld Smartwatch,Electronics,114.2,342.6
118,Lisa Kirk,C0091,South America,2023-03-16,T00012,2024-03-29 01:28:17,P041,ComfortLiving Smartphone,Electronics,456.28,1825.12
970,Lisa Kirk,C0091,South America,2023-03-16,T00927,2024-04-22 18:28:54,P026,SoundWave Bluetooth Speaker,Electronics,64.38,193.14
966,Lisa Kirk,C0091,South America,2023-03-16,T00338,2024-05-28 17:40:20,P026,SoundWave Bluetooth Speaker,Electronics,64.38,128.76
770,Lisa Kirk,C0091,South America,2023-03-16,T00891,2024-07-24 23:11:16,P004,BookWorld Rug,Home Decor,95.69,382.76
525,Lisa Kirk,C0091,South America,2023-03-16,T00103,2024-08-13 03:22:31,P081,HomeSense Sweater,Clothing,66.32,265.28
312,Jacqueline Zamora,C0092,Asia,2024-05-29,T00312,2024-01-27 16:35:59,P036,BookWorld Jacket,Clothing,372.55,372.55
35,Jacqueline Zamora,C0092,Asia,2024-05-29,T00703,2024-02-04 00:31:54,P057,ActiveWear Smartphone,Electronics,239.7,719.1
314,Jacqueline Zamora,C0092,Asia,2024-05-29,T00376,2024-10-21 04:58:32,P036,BookWorld Jacket,Clothing,372.55,1490.2
13,Jacqueline Zamora,C0092,Asia,2024-05-29,T00002,2024-12-16 03:31:07,P034,HomeSense T-Shirt,Clothing,217.05,434.1
868,Nancy Walker,C0093,Asia,2024-07-13,T00909,2024-01-01 14:29:52,P012,ComfortLiving Headphones,Electronics,159.6,319.2
269,Nancy Walker,C0093,Asia,2024-07-13,T00896,2024-03-26 18:01:53,P086,SoundWave Novel,Books,440.7,440.7
321,Nancy Walker,C0093,Asia,2024-07-13,T00925,2024-04-04 03:50:45,P036,BookWorld Jacket,Clothing,372.55,372.55
302,Nancy Walker,C0093,Asia,2024-07-13,T00149,2024-07-13 13:50:21,P076,ActiveWear Jeans,Clothing,429.29,1717.16
131,Nancy Walker,C0093,Asia,2024-07-13,T00405,2024-08-02 21:41:32,P060,HomeSense T-Shirt,Clothing,155.65,311.3
300,Nancy Walker,C0093,Asia,2024-07-13,T00031,2024-08-31 18:20:26,P076,ActiveWear Jeans,Clothing,429.29,1287.87
199,Nancy Walker,C0093,Asia,2024-07-13,T00814,2024-09-08 16:26:03,P038,TechPro Vase,Home Decor,147.22,147.22
861,Nancy Walker,C0093,Asia,2024-07-13,T00874,2024-09-12 04:48:36,P082,ComfortLiving Rug,Home Decor,55.99,167.97
989,Nancy Walker,C0093,Asia,2024-07-13,T00549,2024-09-16 02:11:37,P077,ActiveWear Smartwatch,Electronics,265.51,531.02
249,Emily Trevino,C0094,North America,2023-09-16,T00914,2024-03-10 12:10:40,P003,ComfortLiving Biography,Books,44.12,88.24
631,Emily Trevino,C0094,North America,2023-09-16,T00609,2024-03-19 01:04:53,P066,SoundWave Textbook,Books,337.22,337.22
762,Emily Trevino,C0094,North America,2023-09-16,T00865,2024-04-28 10:46:07,P014,ActiveWear Jacket,Clothing,26.26,78.78
611,Emily Trevino,C0094,North America,2023-09-16,T00153,2024-11-05 07:32:47,P089,HomeSense Bluetooth Speaker,Electronics,220.91,662.73
850,William Walker,C0095,South America,2023-03-04,T00774,2024-01-07 14:19:49,P056,SoundWave Smartwatch,Electronics,16.08,32.16
924,William Walker,C0095,South America,2023-03-04,T00823,2024-09-30 10:45:06,P079,ActiveWear Rug,Home Decor,417.37,1252.11
350,Benjamin Mcclure,C0096,South America,2022-11-18,T00362,2024-01-31 07:07:22,P050,ActiveWear Smartwatch,Electronics,437.65,875.3
622,Benjamin Mcclure,C0096,South America,2022-11-18,T00751,2024-03-11 17:07:12,P088,SoundWave Headphones,Electronics,263.55,527.1
413,Benjamin Mcclure,C0096,South America,2022-11-18,T00391,2024-08-02 09:54:08,P039,TechPro Smartwatch,Electronics,430.59,1722.36
379,Benjamin Mcclure,C0096,South America,2022-11-18,T00864,2024-08-22 05:45:56,P025,ActiveWear Cookware Set,Home Decor,284.62,1138.48
695,Benjamin Mcclure,C0096,South America,2022-11-18,T00552,2024-12-11 17:46:24,P064,HomeSense Running Shoes,Clothing,452.42,1809.68
428,Tina Ford,C0097,Asia,2023-12-18,T00051,2024-03-23 05:58:54,P022,HomeSense Wall Art,Home Decor,137.54,137.54
979,Laura Gilbert,C0098,North America,2024-10-21,T00318,2024-01-09 16:35:54,P046,BookWorld Sweater,Clothing,366.07,366.07
478,Laura Gilbert,C0098,North America,2024-10-21,T00948,2024-01-20 12:30:32,P059,SoundWave Jeans,Clothing,303.2,606.4
394,Laura Gilbert,C0098,North America,2024-10-21,T00186,2024-04-02 07:44:01,P078,HomeSense Rug,Home Decor,41.18,41.18
351,Laura Gilbert,C0098,North America,2024-10-21,T00542,2024-04-17 00:48:43,P050,ActiveWear Smartwatch,Electronics,437.65,437.65
387,Laura Gilbert,C0098,North America,2024-10-21,T00739,2024-04-26 07:31:56,P027,SoundWave Headphones,Electronics,229.06,458.12
292,Laura Gilbert,C0098,North America,2024-10-21,T00340,2024-07-02 05:35:21,P092,BookWorld Running Shoes,Clothing,389.2,778.4
445,Laura Gilbert,C0098,North America,2024-10-21,T00299,2024-08-27 22:57:39,P021,SoundWave Rug,Home Decor,335.84,335.84
609,Laura Gilbert,C0098,North America,2024-10-21,T00853,2024-12-23 18:36:04,P063,TechPro Novel,Books,33.59,134.36
573,Rodney Eaton,C0099,South America,2023-01-29,T00322,2024-02-17 04:23:02,P048,TechPro Cookbook,Books,416.4,1249.2
974,Rodney Eaton,C0099,South America,2023-01-29,T00621,2024-04-19 05:04:38,P045,SoundWave T-Shirt,Clothing,481.78,963.56
588,Rodney Eaton,C0099,South America,2023-01-29,T00460,2024-05-02 00:25:40,P052,SoundWave Jacket,Clothing,354.81,709.62
751,Rodney Eaton,C0099,South America,2023-01-29,T00956,2024-05-28 01:25:36,P035,ActiveWear T-Shirt,Clothing,30.59,30.59
880,Rodney Eaton,C0099,South America,2023-01-29,T00177,2024-06-14 08:41:48,P005,TechPro T-Shirt,Clothing,429.31,1287.93
851,Rodney Eaton,C0099,South America,2023-01-29,T00916,2024-11-10 19:32:15,P056,SoundWave Smartwatch,Electronics,16.08,64.32
310,Rodney Eaton,C0099,South America,2023-01-29,T00033,2024-12-17 22:52:47,P036,BookWorld Jacket,Clothing,372.55,745.1
209,Rodney Eaton,C0099,South America,2023-01-29,T00829,2024-12-23 18:22:03,P085,BookWorld Biography,Books,416.35,1665.4
228,Clinton Gomez,C0100,Europe,2023-03-16,T00202,2024-01-31 14:10:21,P084,ActiveWear Wall Art,Home Decor,337.91,337.91
521,Clinton Gomez,C0100,Europe,2023-03-16,T00677,2024-03-05 23:39:40,P009,BookWorld Wall Art,Home Decor,325.01,1300.04
657,Clinton Gomez,C0100,Europe,2023-03-16,T00629,2024-04-06 10:30:48,P093,TechPro Vase,Home Decor,304.94,304.94
469,Clinton Gomez,C0100,Europe,2023-03-16,T00638,2024-04-27 05:29:48,P059,SoundWave Jeans,Clothing,303.2,909.6
579,Clinton Gomez,C0100,Europe,2023-03-16,T00657,2024-08-04 15:35:01,P048,TechPro Cookbook,Books,416.4,416.4
780,Clinton Gomez,C0100,Europe,2023-03-16,T00576,2024-09-04 20:49:41,P029,TechPro Headphones,Electronics,433.64,1734.56
245,Kelsey Roberts,C0101,Asia,2023-09-30,T00600,2024-01-02 11:26:51,P003,ComfortLiving Biography,Books,44.12,132.36
182,Kelsey Roberts,C0101,Asia,2023-09-30,T00163,2024-03-13 22:33:34,P007,SoundWave Cookbook,Books,420.15,1680.6
642,Kelsey Roberts,C0101,Asia,2023-09-30,T00893,2024-03-24 16:37:25,P015,HomeSense Headphones,Electronics,158.93,158.93
633,Kelsey Roberts,C0101,Asia,2023-09-30,T00838,2024-07-24 17:40:37,P066,SoundWave Textbook,Books,337.22,337.22
128,Kelsey Roberts,C0101,Asia,2023-09-30,T00881,2024-08-19 04:22:17,P041,ComfortLiving Smartphone,Electronics,456.28,1368.84
17,Kelsey Roberts,C0101,Asia,2023-09-30,T00270,2024-11-07 02:48:08,P034,HomeSense T-Shirt,Clothing,217.05,651.15
318,Kelsey Roberts,C0101,Asia,2023-09-30,T00616,2024-12-07 12:23:24,P036,BookWorld Jacket,Clothing,372.55,745.1
638,Kelsey Roberts,C0101,Asia,2023-09-30,T00333,2024-12-28 11:00:00,P015,HomeSense Headphones,Electronics,158.93,476.79
339,Michael Atkinson,C0102,South America,2022-09-16,T00471,2024-01-12 17:34:27,P058,ActiveWear Textbook,Books,157.62,630.48
845,Michael Atkinson,C0102,South America,2022-09-16,T00780,2024-02-14 14:25:57,P002,ActiveWear Smartwatch,Electronics,346.3,1038.9
336,Michael Atkinson,C0102,South America,2022-09-16,T00365,2024-04-09 18:48:11,P058,ActiveWear Textbook,Books,157.62,630.48
215,Michael Atkinson,C0102,South America,2022-09-16,T00458,2024-06-25 22:40:29,P061,HomeSense Desk Lamp,Home Decor,156.96,156.96
59,Michael Atkinson,C0102,South America,2022-09-16,T00684,2024-07-17 07:26:30,P087,TechPro Running Shoes,Clothing,290.17,290.17
415,Michael Atkinson,C0102,South America,2022-09-16,T00480,2024-08-02 03:34:50,P039,TechPro Smartwatch,Electronics,430.59,1291.77
828,Michael Atkinson,C0102,South America,2022-09-16,T00843,2024-08-08 19:49:54,P020,ActiveWear Jacket,Clothing,396.34,792.68
782,Michael Atkinson,C0102,South America,2022-09-16,T00673,2024-09-01 21:40:35,P029,TechPro Headphones,Electronics,433.64,1300.92
296,Jennifer Munoz,C0103,Europe,2022-05-15,T00618,2024-03-04 04:39:40,P092,BookWorld Running Shoes,Clothing,389.2,389.2
21,Jennifer Munoz,C0103,Europe,2022-05-15,T00982,2024-07-17 03:25:18,P034,HomeSense T-Shirt,Clothing,217.05,217.05
908,Jennifer Munoz,C0103,Europe,2022-05-15,T00918,2024-08-20 02:24:47,P094,HomeSense Cookware Set,Home Decor,447.34,894.68
184,Jennifer Munoz,C0103,Europe,2022-05-15,T00309,2024-08-28 05:03:00,P007,SoundWave Cookbook,Books,420.15,840.3
670,Jennifer Munoz,C0103,Europe,2022-05-15,T00099,2024-09-30 23:30:02,P006,ActiveWear Rug,Home Decor,121.32,121.32
471,Laura Bennett,C0104,South America,2022-02-10,T00702,2024-05-20 13:15:04,P059,SoundWave Jeans,Clothing,303.2,1212.8
682,Laura Bennett,C0104,South America,2022-02-10,T00772,2024-06-16 21:51:16,P006,ActiveWear Rug,Home Decor,121.32,242.64
900,Laura Bennett,C0104,South America,2022-02-10,T00196,2024-07-11 17:39:59,P094,HomeSense Cookware Set,Home Decor,447.34,894.68
922,Laura Bennett,C0104,South America,2022-02-10,T00746,2024-07-19 14:35:31,P079,ActiveWear Rug,Home Decor,417.37,1669.48
563,Laura Bennett,C0104,South America,2022-02-10,T00324,2024-08-11 07:01:49,P017,ActiveWear Textbook,Books,469.77,469.77
289,Laura Bennett,C0104,South America,2022-02-10,T00450,2024-08-23 02:14:14,P068,TechPro Novel,Books,447.23,447.23
440,Laura Bennett,C0104,South America,2022-02-10,T00886,2024-10-28 14:36:09,P022,HomeSense Wall Art,Home Decor,137.54,412.62
555,Laura Bennett,C0104,South America,2022-02-10,T00735,2024-11-04 07:25:57,P096,SoundWave Headphones,Electronics,307.47,1229.88
481,Ryan Hampton,C0105,Europe,2024-11-11,T00792,2024-01-11 06:02:11,P031,SoundWave Headphones,Electronics,196.4,196.4
427,Ryan Hampton,C0105,Europe,2024-11-11,T00942,2024-06-19 06:55:10,P016,ActiveWear Running Shoes,Clothing,330.05,1320.2
649,Ryan Hampton,C0105,Europe,2024-11-11,T00545,2024-06-24 10:10:17,P001,ActiveWear Biography,Books,169.3,338.6
990,Ryan Hampton,C0105,Europe,2024-11-11,T00624,2024-08-03 23:04:47,P077,ActiveWear Smartwatch,Electronics,265.51,1062.04
129,Ryan Hampton,C0105,Europe,2024-11-11,T00014,2024-08-05 07:35:43,P060,HomeSense T-Shirt,Clothing,155.65,155.65
771,Ryan Hampton,C0105,Europe,2024-11-11,T00132,2024-09-03 19:50:06,P029,TechPro Headphones,Electronics,433.64,1734.56
235,Amanda Mcguire,C0106,Asia,2022-09-22,T00862,2024-05-06 07:02:05,P084,ActiveWear Wall Art,Home Decor,337.91,675.82
479,Amanda Mcguire,C0106,Asia,2022-09-22,T00058,2024-09-18 09:38:21,P031,SoundWave Headphones,Electronics,196.4,392.8
701,Amanda Mcguire,C0106,Asia,2022-09-22,T00972,2024-11-01 06:54:57,P064,HomeSense Running Shoes,Clothing,452.42,1357.26
156,Amanda Mcguire,C0106,Asia,2022-09-22,T00762,2024-11-01 09:20:07,P070,HomeSense T-Shirt,Clothing,48.69,194.76
270,Amanda Mcguire,C0106,Asia,2022-09-22,T00028,2024-11-27 05:40:32,P047,ComfortLiving Cookware Set,Home Decor,159.33,318.66
862,Dana Cantrell,C0107,South America,2023-02-07,T00174,2024-02-21 23:48:42,P012,ComfortLiving Headphones,Electronics,159.6,159.6
684,Dana Cantrell,C0107,South America,2023-02-07,T00255,2024-02-27 16:51:17,P055,BookWorld Biography,Books,128.53,514.12
483,Dana Cantrell,C0107,South America,2023-02-07,T00059,2024-06-29 13:17:07,P042,ActiveWear Headphones,Electronics,379.44,379.44
886,Dana Cantrell,C0107,South America,2023-02-07,T00855,2024-08-16 19:51:40,P005,TechPro T-Shirt,Clothing,429.31,1287.93
597,Dana Cantrell,C0107,South America,2023-02-07,T00569,2024-10-22 12:54:23,P065,BookWorld Sweater,Clothing,427.61,1282.83
152,David Davis,C0108,South America,2022-09-28,T00087,2024-02-16 19:58:26,P070,HomeSense T-Shirt,Clothing,48.69,48.69
888,David Davis,C0108,South America,2022-09-28,T00185,2024-03-07 03:54:06,P028,HomeSense Desk Lamp,Home Decor,235.58,942.32
983,David Davis,C0108,South America,2022-09-28,T00603,2024-05-15 16:06:03,P046,BookWorld Sweater,Clothing,366.07,1098.21
871,David Davis,C0108,South America,2022-09-28,T00360,2024-05-29 17:04:29,P075,TechPro Textbook,Books,497.76,1493.28
532,David Davis,C0108,South America,2022-09-28,T00898,2024-07-26 21:44:47,P081,HomeSense Sweater,Clothing,66.32,66.32
541,David Davis,C0108,South America,2022-09-28,T00848,2024-09-25 01:50:13,P011,SoundWave Desk Lamp,Home Decor,261.2,522.4
930,David Davis,C0108,South America,2022-09-28,T00817,2024-10-02 22:07:40,P024,SoundWave Cookbook,Books,338.66,677.32
613,Abigail Jones,C0109,North America,2022-05-09,T00291,2024-01-27 06:14:19,P089,HomeSense Bluetooth Speaker,Electronics,220.91,441.82
688,Abigail Jones,C0109,North America,2022-05-09,T00639,2024-03-12 03:33:00,P055,BookWorld Biography,Books,128.53,385.59
949,Abigail Jones,C0109,North America,2022-05-09,T00241,2024-07-08 16:06:55,P071,TechPro T-Shirt,Clothing,127.36,382.08
404,Abigail Jones,C0109,North America,2022-05-09,T00301,2024-07-13 08:15:45,P100,HomeSense Sweater,Clothing,126.34,252.68
403,Abigail Jones,C0109,North America,2022-05-09,T00283,2024-07-16 14:50:07,P100,HomeSense Sweater,Clothing,126.34,505.36
821,Abigail Jones,C0109,North America,2022-05-09,T00976,2024-08-07 01:34:06,P019,ComfortLiving Sweater,Clothing,385.37,770.74
15,Abigail Jones,C0109,North America,2022-05-09,T00093,2024-08-11 04:10:13,P034,HomeSense T-Shirt,Clothing,217.05,868.2
242,Abigail Jones,C0109,North America,2022-05-09,T00381,2024-08-16 19:39:33,P003,ComfortLiving Biography,Books,44.12,176.48
786,Abigail Jones,C0109,North America,2022-05-09,T00935,2024-09-21 09:44:39,P029,TechPro Headphones,Electronics,433.64,433.64
100,Abigail Jones,C0109,North America,2022-05-09,T00961,2024-11-02 01:55:05,P095,BookWorld Cookware Set,Home Decor,227.26,681.78
190,Abigail Jones,C0109,North America,2022-05-09,T00032,2024-11-07 01:47:33,P038,TechPro Vase,Home Decor,147.22,588.88
894,Elizabeth Wells,C0110,Asia,2024-09-21,T00527,2024-01-02 19:11:34,P028,HomeSense Desk Lamp,Home Decor,235.58,942.32
250,Roger David,C0111,Europe,2024-11-13,T00991,2024-01-26 22:34:43,P003,ComfortLiving Biography,Books,44.12,132.36
424,Roger David,C0111,Europe,2024-11-13,T00683,2024-01-27 21:34:25,P016,ActiveWear Running Shoes,Clothing,330.05,1320.2
662,Roger David,C0111,Europe,2024-11-13,T00317,2024-06-19 15:07:10,P073,ComfortLiving Laptop,Electronics,26.99,107.96
528,Roger David,C0111,Europe,2024-11-13,T00486,2024-07-03 07:27:54,P081,HomeSense Sweater,Clothing,66.32,265.28
196,Roger David,C0111,Europe,2024-11-13,T00726,2024-12-12 18:56:02,P038,TechPro Vase,Home Decor,147.22,147.22
357,Brian Adkins,C0112,South America,2022-07-07,T00979,2024-05-08 03:42:39,P050,ActiveWear Smartwatch,Electronics,437.65,1312.95
849,Brian Adkins,C0112,South America,2022-07-07,T00584,2024-06-02 17:24:55,P056,SoundWave Smartwatch,Electronics,16.08,16.08
345,Brian Adkins,C0112,South America,2022-07-07,T00981,2024-07-10 02:32:56,P058,ActiveWear Textbook,Books,157.62,630.48
709,Joseph Ortiz Jr.,C0113,South America,2022-06-17,T00917,2024-01-18 09:04:29,P090,ComfortLiving Biography,Books,165.3,330.6
303,Joseph Ortiz Jr.,C0113,South America,2022-06-17,T00240,2024-01-24 02:35:57,P076,ActiveWear Jeans,Clothing,429.29,429.29
614,Joseph Ortiz Jr.,C0113,South America,2022-06-17,T00390,2024-02-04 07:33:04,P089,HomeSense Bluetooth Speaker,Electronics,220.91,883.64
915,Joseph Ortiz Jr.,C0113,South America,2022-06-17,T00427,2024-02-05 19:46:58,P079,ActiveWear Rug,Home Decor,417.37,1669.48
88,Joseph Ortiz Jr.,C0113,South America,2022-06-17,T00228,2024-04-21 19:52:01,P069,BookWorld Biography,Books,100.81,201.62
391,Joseph Ortiz Jr.,C0113,South America,2022-06-17,T00045,2024-07-09 02:53:14,P078,HomeSense Rug,Home Decor,41.18,164.72
392,Joseph Ortiz Jr.,C0113,South America,2022-06-17,T00123,2024-07-25 17:05:14,P078,HomeSense Rug,Home Decor,41.18,82.36
160,Joseph Ortiz Jr.,C0113,South America,2022-06-17,T00276,2024-11-27 17:12:27,P010,ComfortLiving Smartwatch,Electronics,350.13,1050.39
213,Benjamin Anderson,C0114,Europe,2024-11-18,T00403,2024-02-21 15:52:59,P061,HomeSense Desk Lamp,Home Decor,156.96,627.84
416,Benjamin Anderson,C0114,Europe,2024-11-18,T00523,2024-03-15 12:05:37,P039,TechPro Smartwatch,Electronics,430.59,1291.77
827,Benjamin Anderson,C0114,Europe,2024-11-18,T00788,2024-06-13 12:58:37,P020,ActiveWear Jacket,Clothing,396.34,1189.02
741,Benjamin Anderson,C0114,Europe,2024-11-18,T00931,2024-09-04 22:08:05,P043,SoundWave Novel,Books,404.4,1617.6
619,Benjamin Anderson,C0114,Europe,2024-11-18,T00424,2024-09-23 04:35:24,P088,SoundWave Headphones,Electronics,263.55,1054.2
962,Joshua Hamilton,C0115,Asia,2024-11-11,T00849,2024-01-31 09:08:09,P098,SoundWave Laptop,Electronics,299.93,599.86
998,Joshua Hamilton,C0115,Asia,2024-11-11,T00959,2024-09-29 10:16:02,P037,SoundWave Smartwatch,Electronics,459.86,919.72
735,Joshua Hamilton,C0115,Asia,2024-11-11,T00356,2024-12-22 17:19:08,P043,SoundWave Novel,Books,404.4,1617.6
229,James Martinez,C0116,North America,2024-09-11,T00235,2024-01-31 11:17:38,P084,ActiveWear Wall Art,Home Decor,337.91,675.82
635,James Martinez,C0116,North America,2024-09-11,T00924,2024-04-02 00:16:13,P066,SoundWave Textbook,Books,337.22,337.22
699,James Martinez,C0116,North America,2024-09-11,T00688,2024-05-22 04:00:43,P064,HomeSense Running Shoes,Clothing,452.42,452.42
787,James Martinez,C0116,North America,2024-09-11,T00975,2024-06-16 15:47:00,P029,TechPro Headphones,Electronics,433.64,867.28
256,James Martinez,C0116,North America,2024-09-11,T00386,2024-09-03 03:40:56,P051,ComfortLiving Desk Lamp,Home Decor,65.16,260.64
710,James Martinez,C0116,North America,2024-09-11,T00937,2024-10-30 08:16:03,P090,ComfortLiving Biography,Books,165.3,165.3
201,Jeffrey Mcmahon,C0117,North America,2024-11-22,T00913,2024-02-08 17:57:52,P038,TechPro Vase,Home Decor,147.22,147.22
815,Jeffrey Mcmahon,C0117,North America,2024-11-22,T00339,2024-05-03 03:39:17,P019,ComfortLiving Sweater,Clothing,385.37,1541.48
554,Jeffrey Mcmahon,C0117,North America,2024-11-22,T00724,2024-07-22 23:34:18,P096,SoundWave Headphones,Electronics,307.47,922.41
807,Jeffrey Mcmahon,C0117,North America,2024-11-22,T00147,2024-08-05 20:03:50,P099,SoundWave Mystery Book,Books,354.29,1417.16
654,Jacob Holt,C0118,South America,2022-01-22,T00335,2024-04-06 09:26:36,P093,TechPro Vase,Home Decor,304.94,609.88
592,Jacob Holt,C0118,South America,2022-01-22,T00139,2024-04-13 02:29:41,P065,BookWorld Sweater,Clothing,427.61,427.61
995,Jacob Holt,C0118,South America,2022-01-22,T00496,2024-10-24 08:30:27,P037,SoundWave Smartwatch,Electronics,459.86,459.86
341,Jacob Holt,C0118,South America,2022-01-22,T00662,2024-11-08 12:43:10,P058,ActiveWear Textbook,Books,157.62,157.62
325,Jacob Holt,C0118,South America,2022-01-22,T00201,2024-11-14 13:58:43,P013,BookWorld Smartwatch,Electronics,114.2,114.2
583,Jacob Holt,C0118,South America,2022-01-22,T00844,2024-12-18 04:17:20,P048,TechPro Cookbook,Books,416.4,1665.6
216,David Armstrong,C0119,Europe,2023-11-13,T00476,2024-02-07 04:03:23,P061,HomeSense Desk Lamp,Home Decor,156.96,156.96
173,David Armstrong,C0119,Europe,2023-11-13,T00538,2024-04-26 17:37:36,P040,SoundWave Mystery Book,Books,153.19,306.38
556,David Armstrong,C0119,Europe,2023-11-13,T00748,2024-10-13 16:15:16,P096,SoundWave Headphones,Electronics,307.47,307.47
863,David Armstrong,C0119,Europe,2023-11-13,T00179,2024-11-27 08:06:10,P012,ComfortLiving Headphones,Electronics,159.6,159.6
539,David Armstrong,C0119,Europe,2023-11-13,T00698,2024-12-26 21:34:07,P011,SoundWave Desk Lamp,Home Decor,261.2,261.2
781,Francisco Diaz,C0120,South America,2023-01-13,T00593,2024-04-01 07:30:59,P029,TechPro Headphones,Electronics,433.64,867.28
612,Francisco Diaz,C0120,South America,2023-01-13,T00245,2024-04-28 20:01:47,P089,HomeSense Bluetooth Speaker,Electronics,220.91,883.64
31,Francisco Diaz,C0120,South America,2023-01-13,T00492,2024-08-08 05:40:02,P057,ActiveWear Smartphone,Electronics,239.7,719.1
85,Mark Atkinson,C0121,Europe,2023-07-23,T00140,2024-03-18 09:16:33,P069,BookWorld Biography,Books,100.81,201.62
441,Mark Atkinson,C0121,Europe,2023-07-23,T00895,2024-05-03 18:35:03,P022,HomeSense Wall Art,Home Decor,137.54,412.62
968,Mark Atkinson,C0121,Europe,2023-07-23,T00562,2024-07-06 11:32:13,P026,SoundWave Bluetooth Speaker,Electronics,64.38,64.38
